Tinh,Sbd,HoTen,DToan,DVan,DNgoaiNgu,DLy,DHoa,DSinh,DSu,DDia,DGdcd
Lào Cai,00000327,Lai Khánh Ngọc,9.8,5.4,6.8,,,,,,
Cao Bằng,00000328,Lư Mai An,8.0,2.4,9.0,,,,,,
Tuyên Quang,00000329,Vi Công Danh,3.4,4.8,3.0,,,,,,
Đồng Tháp,00000330,Chế Minh Long,4.6,7.0,6.4,,,,,,
Gia Lai,00000331,Bạch Bảo Ân,9.2,4.8,2.6,,,,,,
Bến Tre,00000332,Hứa Thảo Nhiên,9.6,3.4,4.6,,,,,,
Vĩnh Long,00000333,Quan Văn Nghĩa,7.8,4.2,5.4,,,,,,
Cao Bằng,00000334,Sơn Thúy Diễm,6.4,4.2,3.2,,,,,,
Khánh Hòa,00000335,Trầm Uyên Thy,8.2,4.2,5.6,,,,,,
Kiên Giang,00000336,Phạm Hạo Nam,9.0,10.0,7.6,,,,,,
Bình Phước,00000337,Nhan Thanh Trâm,4.4,5.2,10.0,,,,,,
Lạng Sơn,00000338,Mạc Hoàng Gia,4.6,4.2,3.4,,,,,,
Bình Định,00000339,Bùi Bảo Ngọc,10.0,6.8,5.4,,,,,,
Bình Thuận,00000340,Lâm Hồng Gấm,2.0,7.2,9.8,,,,,,
Hải Dương,00000341,Lý Mai Linh,7.0,8.8,9.8,,,,,,
Cao Bằng,00000342,Lê Hồng Thảo,7.0,4.8,8.6,,,,,,
Sóc Trăng,00000343,Tô Mỹ Như,6.4,8.8,6.8,,,,,,
Gia Lai,00000344,Giang Ngọc Ngà,2.2,7.0,4.8,,,,,,
Ninh Thuận,00000345,Trầm Văn Tú,2.4,6.2,6.2,,,,,,
Bình Phước,00000346,Triệu Cao Trí,4.0,7.2,7.0,,,,,,
Vĩnh Phúc,00000347,Huỳnh Quỳnh Lam,6.4,7.0,3.4,,,,,,
Điện Biên,00000348,Tôn Thất Thiện Nhân,7.4,2.2,7.6,,,,,,
Sóc Trăng,00000349,Đoàn Xuân Thảo,7.2,5.6,8.0,,,,,,
Tiền Giang,00000350,Đặng Trung Dũng,6.2,5.6,3.6,,,,,,
Tiền Giang,00000351,Quan Ngọc Trang,6.2,8.2,7.8,,,,,,
Bắc Ninh,00000352,Giang Quế Anh,6.4,6.0,9.2,,,,,,
Tuyên Quang,00000353,Đồng Huyền Trân,3.4,2.0,7.4,,,,,,
Cần Thơ,00000354,Âu Thế Bảo,8.8,6.4,8.0,,,,,,
Hưng Yên,00000355,Đặng Thiên Ân,8.8,9.8,6.6,,,,,,
Hải Dương,00000356,Tiêu Phương Thùy,8.8,6.2,3.2,,,,,,
Hải Dương,00000357,Lã Phước Thịnh,5.8,9.2,8.2,,,,,,
Điện Biên,00000358,Ông Trung Tín,3.2,2.0,6.8,,5.4,,,,
Hải Phòng,00000359,Thạch Khánh Nguyên,9.0,9.0,3.2,,,,,,
Hà Tĩnh,00000360,Lý Thị Trang,5.8,5.6,2.6,,,,,,
Vĩnh Long,00000361,Bành Minh Khải,3.0,7.8,5.8,,,,,,
Phú Thọ,00000362,Đặng Kim Thùy,9.8,4.0,9.4,7.4,,,,,
Hà Nam,00000363,Đỗ Nhã Thư,6.8,2.4,3.6,,,,,,
Sơn La,00000364,Trương Anh Khang,3.8,8.4,3.4,,,,,,
Nam Định,00000365,Đậu Thanh Bình,6.8,5.4,9.8,,,,,,
Nghệ An,00000366,Mai Bảo Phúc,5.0,10.0,4.4,,,,,,
Quảng Trị,00000367,Tôn Nữ Chí Minh,4.0,6.8,8.0,,,,,,
Lai Châu,00000368,Chu Ngọc Thắng,6.0,2.0,3.4,,,,,,
Tiền Giang,00000369,Đinh Hữu Thịnh,3.8,2.0,9.4,,,,,,
Đồng Nai,00000370,Thi Quốc Thắng,9.2,2.4,9.0,,,,,,
Trà Vinh,00000371,Đinh Thanh Phú,7.8,5.8,10.0,,,,,,
Lạng Sơn,00000372,Lã Phương Lan,5.4,2.0,4.0,,,,,,
Cao Bằng,00000373,Âu Ái Linh,6.2,2.8,7.8,,,,5.2,,
Đắk Nông,00000374,Ông Phát Đạt,8.4,3.0,7.8,,,,,,
Hà Nam,00000375,Tào Nguyên Anh,6.2,3.4,6.8,,,,,,
Tiền Giang,00000376,Thi Nhã Vy,2.4,7.4,9.8,,,,,,
Nam Định,00000377,Thái Tuyết Minh,2.0,6.4,5.6,,,,,,
Ninh Thuận,00000378,Phạm Anh Quốc,4.4,7.6,2.8,,,,,,
An Giang,00000379,Đường Thanh Trà,2.8,3.2,7.4,,,,,,
Bắc Ninh,00000380,Hồng An Nhiên,6.6,9.8,10.0,,,,,,
Phú Yên,00000381,Sơn Mỹ Thanh,3.4,6.8,8.8,,,,,,
Hưng Yên,00000382,Trình Hoàng Linh,5.6,5.8,2.8,,,,,,
Bình Phước,00000383,Đậu Xuân Quang,7.8,7.4,4.8,,,,,,
Hà Tĩnh,00000384,Mai Minh Nhân,8.4,5.6,9.2,,,,,,
Thanh Hóa,00000385,Lã Hoàng Khang,2.6,5.8,2.6,,,,,,
Sơn La,00000386,Khổng Thanh Hiền,4.0,2.2,5.6,,7.6,,,,
Lào Cai,00000387,Tào Thành Tài,5.0,4.4,8.0,,,2.8,,,
Hà Tĩnh,00000388,Tất Kim Thư,8.0,4.6,6.8,,,,,,
Bình Dương,00000389,Tôn Nữ Khánh An,9.4,2.8,7.4,,,,,,
Bến Tre,00000390,Tống Kim Linh,9.0,3.8,5.4,,,,,,
Bắc Kạn,00000391,Lý Xuân Phú,3.8,10.0,9.4,,,,,,
An Giang,00000392,Tăng Phương Thảo,3.0,6.8,5.0,,,,,,
Thái Bình,00000393,Dương Đan Thanh,3.6,4.8,6.8,,,,,,
Hà Nam,00000394,Lý Minh Luân,7.0,9.6,6.8,,,,,,
Lào Cai,00000395,Chu Trà Mi,9.4,3.2,6.0,,,,,,
An Giang,00000396,Mã Thu Trâm,8.8,8.0,3.2,,,,,,
Thừa Thiên Huế,00000397,Nhâm Ngọc Trinh,10.0,3.0,7.6,,,,,,
Hưng Yên,00000398,Liêu Gia Thuận,7.2,9.8,3.0,,,0.0,,,
Bình Phước,00000399,Bùi Kim Quyên,2.2,9.8,2.6,,,,,,
Phú Yên,00000400,Kiều Nhật Nam,9.4,3.8,8.4,,,,,,
Bắc Giang,00000401,Võ Quốc Thắng,6.2,6.0,3.4,,,,,,
Ninh Thuận,00000402,Bùi An An,8.2,5.8,9.8,,,,,,
Đồng Nai,00000403,Thái Thái An,7.8,5.8,8.6,,,,,,2.4
Bình Dương,00000404,Tăng Minh Đăng,3.6,10.0,2.4,,,,,3.2,
Hà Nam,00000405,Danh Yến Phương,8.6,8.8,2.0,,,,,,
Tây Ninh,00000406,Lại Duy Khanh,8.4,5.6,10.0,,,,,,
Cao Bằng,00000407,Vòng Xuân Vy,4.6,4.2,7.6,,,,,,
Bình Định,00000408,Phương Nguyên Khoa,3.4,6.0,9.0,,,,,,
Hà Nam,00000409,Lương Hồng Phát,8.2,6.4,6.6,,,,,,5.2
Hải Dương,00000410,Liêu Gia Mỹ,6.6,5.8,4.8,,,,,,
Phú Yên,00000411,Tào Tường Nghi,9.0,8.6,7.8,,,,,,
Bắc Ninh,00000412,Âu Đại Phúc,4.2,7.8,6.6,,,,,,
Lạng Sơn,00000413,Đậu Thế Duy,3.4,6.0,4.6,,,,,,
Nghệ An,00000414,La Quỳnh Nghi,5.4,2.8,8.2,,,,,,
Long An,00000415,Liêu Ngọc Thành,5.2,6.8,3.0,,,2.4,,,
Hưng Yên,00000416,Mã Hữu Khang,6.2,8.2,7.2,,,,,,
Trà Vinh,00000417,Lã Phúc Bảo,7.4,5.0,3.6,,,,,,
Phú Yên,00000418,Đỗ Nhật Hoàng,5.6,2.6,2.0,,,,,,
Bạc Liêu,00000419,Doãn Trường Huy,3.6,3.4,2.2,,,,,,
Bình Dương,00000420,Trang Duy Khương,3.2,3.0,5.6,,,,,,
Thành phố Hồ Chí Minh,00000421,Tiêu Mỹ Quỳnh,8.4,3.0,5.2,,,,,,
Trà Vinh,00000422,Đàm Sơn Lâm,8.4,2.8,9.8,,,,,,
Tuyên Quang,00000423,Biện Nhật Cường,8.0,6.2,9.2,,,,,,
Bà Rịa – Vũng Tàu,00000424,Hàng Mỹ Nhi,7.4,8.6,2.2,,,,,,
Hà Nội,00000425,Hứa Mỹ Linh,6.8,9.4,4.4,,,,,,
Hưng Yên,00000426,Bạch Duy Phúc,3.8,4.4,8.2,,,,,,
Cao Bằng,00000427,Lại Đức Trí,5.6,4.4,8.2,,,,,,
Quảng Trị,00000428,Tất Gia Hy,3.4,3.0,10.0,,,,,,
Bạc Liêu,00000429,Mai Gia An,6.8,3.2,6.6,,,,,,
Hưng Yên,00000430,Trình Hà Giang,5.6,4.4,9.6,,,,,,
Lào Cai,00000431,Huỳnh Quốc Thuận,5.6,8.6,4.8,,,,,,
Đắk Lắk,00000432,Trịnh Ngọc Mỹ,9.0,8.0,2.2,,,,,,
An Giang,00000433,Trịnh Hồng Minh,4.0,3.4,2.8,,,,,,
Quảng Ngãi,00000434,Lưu Bảo Minh,6.8,2.6,9.4,,,,,,
Bình Định,00000435,Thiều Ngọc Vinh,6.4,4.4,7.4,,,,,,
Hòa Bình,00000436,Tống Minh Tiến,9.6,9.2,8.6,,,,,,
Khánh Hòa,00000437,Ngụy Xuân Như,5.8,4.4,7.4,,,,,,
Hà Nội,00000438,Dương Ngọc Thơ,5.2,8.6,4.2,,,,,,
Khánh Hòa,00000439,Tạ Ngọc Khang,4.8,6.8,8.8,,,,,,
Kon Tum,00000440,Đoàn Tuyết Vân,2.0,6.8,7.4,,,,,,
Nam Định,00000441,Khổng Vĩnh Thịnh,9.6,5.2,5.6,,,,,,
Bình Định,00000442,Tào Thảo Nghi,8.6,5.0,5.0,,,,,,
Bạc Liêu,00000443,Lưu Kim Loan,5.2,6.0,2.6,,,,,6.6,
Sóc Trăng,00000444,Trầm Minh Thùy,4.0,6.6,6.2,,,,,,
Hà Nam,00000445,Ôn Ngọc Nga,8.8,3.8,6.0,,,,,,
Đắk Lắk,00000446,Tiêu Xuân Hồng,4.4,4.0,3.0,,,,,,
Điện Biên,00000447,Doãn Minh An,6.4,4.6,9.2,,,,,,
Vĩnh Long,00000448,Đinh Anh Hào,3.6,6.8,2.6,,,,,,
Bắc Giang,00000449,Giang Thành Tâm,4.4,7.4,3.2,,,,,,
Đồng Nai,00000450,Vi Nguyên Phúc,9.4,5.6,7.4,,,,,,
Kiên Giang,00000451,Diệp Uyển Nhi,9.8,8.2,7.4,,,,,,
Lai Châu,00000452,Tào Phong Phú,3.8,3.0,9.2,,,,,,
Hà Giang,00000453,Thiều Hoàng Quân,5.0,6.0,5.6,,,,,,
Gia Lai,00000454,Huỳnh Nhật Linh,5.2,2.0,2.2,,,,,,
Quảng Nam,00000455,Dương Bảo Nam,7.0,7.4,6.8,,,,,,
Cà Mau,00000456,Đặng Ngọc Oanh,2.0,3.8,7.8,,,,,,
Bắc Giang,00000457,Đồng Phú Lộc,6.8,4.6,8.6,,,,,,9.4
Hòa Bình,00000458,Quan Minh Thuận,5.2,3.0,9.2,,,,,,
Bắc Giang,00000459,Đàm Nhã Hân,4.8,6.8,7.4,,,,,,
Đắk Lắk,00000460,Danh Anh Tài,8.8,4.4,9.0,,,,,,
Sóc Trăng,00000461,Khổng Ngọc Uyên,6.2,4.8,6.4,,,,,,
Cà Mau,00000462,Nhâm Đông Nghi,4.6,9.6,8.0,,,,,,
Hải Dương,00000463,Lai Nguyên Phong,5.0,8.4,8.4,,,,,,
Điện Biên,00000464,Phù Thanh An,8.8,6.6,9.4,,,,,,
Vĩnh Phúc,00000465,Lương Bảo Tiên,7.4,7.6,9.4,,,,,,
Nghệ An,00000466,Sơn Thành Danh,5.8,8.2,2.6,,,,,,
Quảng Bình,00000467,Hồ Bích Loan,8.0,5.0,7.8,,,,,,
Kiên Giang,00000468,Vũ Huyền Diệu,7.8,4.0,2.0,,,,,,
Long An,00000469,Lại Ngọc Hằng,7.4,5.6,6.6,,,,,,
Lào Cai,00000470,Tôn Nữ Minh Thiện,5.8,3.6,3.0,,,,,,
Bến Tre,00000471,Ôn Lê Huy,3.4,9.4,6.0,,,,,,
Bình Thuận,00000472,Vi Mỹ Trâm,4.4,5.2,7.6,,,,,,
Bạc Liêu,00000473,Vòng Trà Giang,2.0,9.6,8.0,,,,,,
Bình Thuận,00000474,Ngụy Kim Linh,9.0,8.6,7.8,,,,,,
Ninh Bình,00000475,Trần Quốc Thái,3.4,4.0,3.4,,,,,,
Kon Tum,00000476,Liêu Hoàng Minh,8.2,3.4,7.0,,,,,,
Kiên Giang,00000477,Sơn Phương Trúc,8.2,7.8,3.0,,,,,,
Thanh Hóa,00000478,Đào Quốc Thuận,2.8,6.8,3.2,,,,,,
Hà Nội,00000479,Dư Kim Hồng,2.2,4.6,8.0,,,,,,
Lai Châu,00000480,Lưu Trọng Khôi,5.6,7.4,6.6,,,,,,
Thành phố Hồ Chí Minh,00000481,Thạch Thành Trí,4.4,9.6,7.0,,,,,,
Bắc Giang,00000482,Hà Thành Nhân,8.2,8.0,3.0,,,,,,
Thanh Hóa,00000483,Văn Xuân Mai,4.0,3.6,2.6,,,,,,
Bạc Liêu,00000484,Bùi Như Anh,4.6,4.0,5.4,,,,,,
Hậu Giang,00000485,Lại Thanh Như,6.4,5.2,2.4,,,,,,
Thừa Thiên Huế,00000486,Đoàn Hữu Thành,6.2,9.0,5.6,,,,,,
Hà Giang,00000487,Ngô Thanh Huyền,3.6,4.0,4.8,,,,,,
Bình Định,00000488,Nhan Hương Giang,6.0,6.8,9.0,,,,,,
Vĩnh Phúc,00000489,Tôn Nữ Quốc Bảo,3.8,6.0,3.6,,,,,,
Cần Thơ,00000490,Bạch Quang Thịnh,7.8,10.0,7.6,,,,,,
Đồng Nai,00000491,Thạch Phương Tuyền,2.0,9.0,6.2,,,,,,
Hậu Giang,00000492,Phương Việt Tiến,7.0,4.6,2.6,,,,,,
Vĩnh Long,00000493,Ngụy Khả Di,8.4,8.6,7.6,,,,,,
Thái Nguyên,00000494,Ngụy Ngọc Minh,7.4,8.4,3.8,,,,,,
Bến Tre,00000495,Thạch Tuyết Vân,9.8,8.4,9.6,,,,,,
Tiền Giang,00000496,Tô Hoàng Anh,3.8,7.0,3.4,,,,,,
Đắk Lắk,00000497,Đồng Gia Thành,3.8,6.8,10.0,,,,,,
Lâm Đồng,00000498,Ông Gia Thiện,3.4,8.4,4.4,,,,,,
Đồng Nai,00000499,Giang Thảo Nhiên,9.8,3.6,4.4,,,,,,
Nghệ An,00000500,Cù Ánh Minh,4.0,5.6,2.2,,,,,,
Tây Ninh,00000501,Tôn Thất Ngọc Tài,9.0,3.6,3.2,,,,,,
Bắc Giang,00000502,Võ Thanh Huyền,9.2,3.6,2.8,,,,,,
Hà Giang,00000503,Tôn Nữ Thành Thái,10.0,9.6,2.0,,,,,,
Quảng Ninh,00000504,Đinh Hưng Thịnh,2.0,2.0,10.0,,,,,,
Hải Dương,00000505,Mạc Phương Nghi,6.0,8.4,8.8,,,,,,
Tây Ninh,00000506,Ôn Hoàng Hiệp,10.0,4.6,2.8,,,,,7.6,
Lạng Sơn,00000507,Đặng Diệu Anh,6.0,3.2,4.8,0.6,,,,,
Phú Thọ,00000508,Trình Thảo Nguyên,4.2,3.8,2.0,,,,,,
Điện Biên,00000509,Bành Bích Phương,4.4,8.6,6.6,,,,,,
Đắk Lắk,00000510,Tôn Duy Mạnh,8.6,9.8,8.6,,,,,,
Bình Dương,00000511,Mã Anh Vũ,6.2,6.6,9.6,,,,,,
Quảng Nam,00000512,Sơn Hải Hà,7.8,5.0,6.6,,,,,,
Đồng Tháp,00000513,Ngụy Đức Toàn,5.6,6.8,10.0,,,,,,
An Giang,00000514,Biện Tuyết My,5.0,6.4,5.6,,,,,,
Quảng Bình,00000515,Bạch Chí Hiếu,3.2,2.8,8.8,,,,,,
Thái Bình,00000516,Tống Ngọc Ánh,6.0,6.4,9.4,,,,,,
Quảng Ninh,00000517,Phạm Quốc Khang,7.2,6.6,2.8,,,,,,
Quảng Bình,00000518,Phù Minh Thiên,3.8,9.2,9.2,,,,,,
Hà Giang,00000519,Ngụy Ngọc Nga,9.6,9.4,9.4,,,,,,
Tây Ninh,00000520,Tào Mỹ Quỳnh,9.2,9.4,2.8,,,,,,
Bắc Giang,00000521,Lại Chí Cường,2.0,8.8,4.8,,,,,,4.8
Tuyên Quang,00000522,Đinh Chí Hiếu,8.6,7.2,8.0,,,,,,
Hà Giang,00000523,Biện Minh Tuyền,6.2,3.8,2.0,,,,,,
Yên Bái,00000524,Mã Nguyên Vũ,5.0,5.0,6.4,,5.6,,,,
Bình Dương,00000525,Phù Chí Công,2.8,4.2,8.6,,,,,,
Nam Định,00000526,Hồng Tố Quyên,6.4,9.6,8.4,,,,,,
Thanh Hóa,00000527,Tô Như Uyên,6.2,8.8,7.4,,,,,,
Bến Tre,00000528,Doãn Công Vinh,3.2,5.0,3.8,,,,,,
An Giang,00000529,Trang Quốc Thuận,3.0,6.6,8.0,,,,,,
Thừa Thiên Huế,00000530,Lâm San San,8.0,5.2,3.8,,,,,,
Thành phố Hồ Chí Minh,00000531,Nhâm Phương Vi,2.4,9.6,5.8,,,,,,
Hà Nội,00000532,Nguyễn Tùng Lâm,6.4,4.8,3.8,,,,,,
Hà Giang,00000533,Trần Hùng Anh,2.8,6.2,4.0,,,,,,
Hải Dương,00000534,Trình Minh Trang,7.4,5.2,4.2,,,,,,
Nghệ An,00000535,Đinh Minh Toàn,3.4,2.4,8.0,,,,,,
Hà Nam,00000536,Dương Huyền Trâm,10.0,8.4,2.8,,,,,,
Vĩnh Phúc,00000537,Phạm Mỹ Nghi,3.8,5.4,9.0,,,,,,
Điện Biên,00000538,Võ Nhật Quang,9.2,7.8,7.0,,,,,,
Cao Bằng,00000539,Dương Như Ngọc,9.4,7.6,7.2,,,,,,
Sóc Trăng,00000540,Dư Phương Trúc,5.0,2.4,6.2,,,,,,
Khánh Hòa,00000541,Trà Hồng Phúc,8.0,2.4,3.0,,,,,,
Thành phố Hồ Chí Minh,00000542,Quách Bảo Khánh,8.6,6.6,9.2,,,,,,
Sóc Trăng,00000543,Kim Hoàng Trọng,4.6,9.0,5.0,,,1.0,,,
Hòa Bình,00000544,Châu Thanh Giang,9.0,9.4,4.0,,,,,,
Lạng Sơn,00000545,Thi Trí Khang,9.2,3.6,7.6,,,,,,
Sóc Trăng,00000546,Đào Ngọc Diễm,8.0,7.4,6.6,,,,,,
Đà Nẵng,00000547,Đoàn Quang Bảo,8.2,7.8,6.6,,,,,,
Đồng Tháp,00000548,Ninh Xuân Thảo,4.0,7.2,9.0,,,,,,
Đồng Nai,00000549,Âu Thu Thảo,8.8,7.6,9.2,,,,,,
Nam Định,00000550,Ngô Minh Hằng,3.0,5.0,3.2,,,,,,
Bình Dương,00000551,Nhan Ái My,4.0,6.8,4.6,,,,,,
Vĩnh Long,00000552,Triệu Ái Như,7.8,3.6,5.2,,,,,,
Quảng Bình,00000553,Đinh Tuấn Khanh,7.8,5.8,5.2,,,,,,
Điện Biên,00000554,Tất Linh Nhi,5.2,8.6,7.4,,,,,,
Bà Rịa – Vũng Tàu,00000555,Tống Kiều Nhi,5.2,5.0,7.8,,,,,,7.4
Hậu Giang,00000556,Chung Quang Long,2.4,5.2,7.0,,,,,,
Hưng Yên,00000557,Lã Phúc An,5.6,2.4,6.6,,,,,,
Hải Dương,00000558,Bành Hồng Loan,8.6,3.6,2.8,,,,,,
Tây Ninh,00000559,Đường Quốc Hoàng,7.8,4.8,2.0,,,,0.2,,
Hải Phòng,00000560,Đặng Hải Nguyên,4.6,8.8,3.2,,,,,,
Đắk Lắk,00000561,Kiều Hoàng Luân,8.6,3.6,2.2,,,,,,
Bình Phước,00000562,Lê Minh Thư,2.6,7.0,8.0,,,,,,
Ninh Thuận,00000563,Bạch Văn Thuận,2.4,7.2,9.0,,,,,,
Kiên Giang,00000564,Sơn Phi Phụng,2.4,2.2,2.4,,,,,,
Quảng Ngãi,00000565,Trình Trí Nguyên,7.8,2.6,10.0,,,,,,
Vĩnh Phúc,00000566,Phạm Minh Sơn,9.6,5.4,9.6,,,,,,
Hà Tĩnh,00000567,Mai Bích Trân,5.0,2.6,8.2,,,,,,
Thái Bình,00000568,Lê Khánh Thư,2.0,8.0,9.2,,,,,,
Quảng Nam,00000569,Biện Gia Huy,9.6,8.4,9.4,,,,,,
Thái Nguyên,00000570,Lai Hoàng Phương,8.4,6.0,8.2,,,,,,
Sóc Trăng,00000571,Trần Gia Thuận,6.4,5.2,4.8,,,7.0,,,
Ninh Bình,00000572,Lư Thế Phong,9.6,5.8,2.6,,,,,,
Bắc Kạn,00000573,Trang Ngọc Mỹ,7.0,7.4,5.4,,,,,,
Lai Châu,00000574,Liêu Hương Thảo,2.6,5.0,10.0,,,,,,
Lào Cai,00000575,Vương Văn Đức,9.2,9.6,2.8,,,,,,
Nghệ An,00000576,Đàm Phương Đông,9.0,2.8,3.6,,,,,,
Bình Dương,00000577,Lư Thanh Tuấn,10.0,2.0,8.4,,,,,,
Khánh Hòa,00000578,Lư Thảo Ngân,2.8,2.2,9.0,,,,,,
Thành phố Hồ Chí Minh,00000579,Ngô Duy Khôi,9.0,4.8,2.8,,,,,,
Bà Rịa – Vũng Tàu,00000580,Ông Nhật Nguyên,3.6,4.2,2.4,,,,,,
Quảng Nam,00000581,Lại Gia Lạc,4.2,4.6,7.2,,,,,,
Quảng Bình,00000582,Mạc Hải Anh,3.4,6.8,2.2,,,,,2.2,
Quảng Ninh,00000583,Châu Hồng Phát,5.4,7.8,9.4,,,,,,
Tuyên Quang,00000584,Nguyễn Hoàng Trí,9.0,5.6,3.8,,,,,,
Hải Phòng,00000585,Mai Thảo Trang,9.4,4.6,6.0,,,,,,
Long An,00000586,Hoàng Thanh Liêm,6.0,6.8,9.2,,,,,,
Tây Ninh,00000587,Nhan Thiên Long,2.6,9.6,7.6,,,,,,
Quảng Ninh,00000588,Giang Mai Lan,4.6,10.0,10.0,,,,,,
Đắk Nông,00000589,Vòng Mỹ Anh,4.0,3.8,8.4,,,,,,
Ninh Thuận,00000590,Khưu Hữu Thịnh,2.8,9.4,2.0,,,1.6,,,
Bắc Giang,00000591,Lý Hồng Minh,6.0,2.2,8.0,,,,,,
Bà Rịa – Vũng Tàu,00000592,Phan Quang Huy,4.4,6.0,7.6,,,,,,
Thái Nguyên,00000593,Hồ Hoàng Tân,9.6,3.6,8.2,,,,,,
Ninh Thuận,00000594,Chung Hải Băng,7.0,9.2,4.8,,,,,,
Đồng Tháp,00000595,Phù Cát Tường,4.6,6.0,3.2,,,,,,
Bình Phước,00000596,Chu Minh Vương,2.6,7.8,6.8,,,,,,
Bến Tre,00000597,Hồng Phương Nhung,3.6,10.0,2.6,,,,,,
Lai Châu,00000598,Tống Tấn Thành,4.2,7.8,10.0,,,,,,
Lâm Đồng,00000599,Đàm Thanh Thy,4.4,6.8,4.4,,,,,,
Hậu Giang,00000600,Châu Hồng Anh,6.0,6.4,9.4,,,,,,
Quảng Ngãi,00000601,Đoàn Đỗ Quyên,8.4,6.6,7.4,,,,,,
Khánh Hòa,00000602,Mai Trí Toàn,9.0,9.2,6.4,,,,,,
Thái Nguyên,00000603,Tô Minh Thương,7.6,7.8,7.0,,,,,,
Khánh Hòa,00000604,Phạm Ánh Hồng,8.8,3.6,3.4,,,,,,
Hưng Yên,00000605,Lương Đức Tâm,7.6,7.6,3.2,,,,,,
Thừa Thiên Huế,00000606,Đặng Ngọc Long,4.8,5.6,8.2,,,,,,
Kiên Giang,00000607,Kiều Thái An,9.2,4.2,9.0,,,,,,
Nam Định,00000608,Trương Hồng Phúc,5.8,3.6,4.6,,,,,,
Cà Mau,00000609,Trầm Mỹ Lan,4.2,9.8,7.2,,,,,,
Cần Thơ,00000610,Đường Ngọc Châu,9.4,9.6,5.2,,,,,,
Ninh Bình,00000611,Lê Anh Thơ,4.6,8.6,9.0,,,,,,
Hà Nam,00000612,Lã Vĩnh Tường,4.0,3.0,6.0,,,,,,8.8
Lâm Đồng,00000613,La Thảo Phương,7.8,9.0,6.8,,,,,,
Ninh Thuận,00000614,Đàm Gia Tuệ,2.6,6.0,5.6,,,,,,
Vĩnh Long,00000615,Phùng Chấn Khang,9.0,8.0,5.2,,,,,,
Lâm Đồng,00000616,Lâm Phương Nhã,7.0,9.0,2.4,,,,,,
Quảng Trị,00000617,Lại Gia Như,2.0,5.4,8.8,,,,,,
Bà Rịa – Vũng Tàu,00000618,Thái Phúc Toàn,3.4,9.0,6.6,,,,,,
Bình Dương,00000619,Hàng Thanh Nhã,3.6,7.0,5.6,,,,,,
Vĩnh Long,00000620,Tạ Anh Thái,8.6,7.6,4.8,,,,,,
Quảng Ninh,00000621,Tống Anh Trúc,7.6,6.6,10.0,,,,,,
Tiền Giang,00000622,Kiều Trúc Vy,9.8,8.2,5.8,,,,,,
Trà Vinh,00000623,Lục Đức Duy,4.4,2.8,2.6,,,,,,
Thanh Hóa,00000624,Triệu Tâm An,9.0,9.4,4.0,,,,,,
Bình Phước,00000625,Lê Ngọc Vy,5.8,8.8,6.2,,,,,,
Điện Biên,00000626,Ninh Hà Trang,8.4,5.8,8.0,,,,,,
Sơn La,00000627,Ông Bảo Trâm,4.2,4.0,5.6,,,,,,
Vĩnh Long,00000628,Huỳnh Minh Dương,5.2,4.8,3.4,,,,,,
Quảng Ngãi,00000629,Phạm Thảo Nhi,6.4,4.4,2.4,,,,,,
Kon Tum,00000630,Lại Kim Thảo,7.2,5.8,2.8,,,,,,
Đắk Nông,00000631,Đoàn Đăng Huy,4.2,8.4,4.2,,,,,,
Hà Nam,00000632,Lưu Xuân Như,7.8,5.6,6.4,,,,,,
Lâm Đồng,00000633,Thiều Mai Thi,6.6,8.6,4.6,,,,,,
Yên Bái,00000634,Lại Bảo Ngân,8.4,2.6,6.8,,,,,0.0,
Quảng Bình,00000635,Phan Kim Oanh,3.6,8.4,2.8,,,,,,
Bắc Kạn,00000636,Nghiêm Ngọc Nhung,9.2,2.6,8.4,,,,,0.6,
Hà Nội,00000637,Đồng Duy Thịnh,9.6,6.8,7.8,,,,,,
Vĩnh Phúc,00000638,Thiều Tường Vân,5.0,6.0,3.2,,,,,,
Hòa Bình,00000639,Đoàn Yến Linh,3.2,9.8,4.6,,,,,,
Quảng Ninh,00000640,Kiều Văn Phú,2.2,8.2,7.0,,,,,,
Cần Thơ,00000641,Chế Tuấn Thành,5.4,5.6,6.2,,,,,,
Lạng Sơn,00000642,Đoàn Minh Ánh,9.6,5.4,8.2,,,,,,
Quảng Ninh,00000643,Trầm Gia Thịnh,5.0,9.2,7.0,,,,,,
Bắc Kạn,00000644,Dương Trà Giang,6.2,5.6,6.0,,,,,,
Ninh Bình,00000645,Trang Nhã Uyên,3.0,2.8,4.2,,,8.0,,,
An Giang,00000646,Đặng Thế Hưng,5.6,10.0,8.6,,,,,,
Long An,00000647,Đậu Khải Minh,7.0,6.6,8.2,,,,,7.2,
Hưng Yên,00000648,Lữ Gia Nguyên,6.4,3.2,4.6,,,,,,
Sơn La,00000649,Tôn Quang Đạt,2.8,2.8,8.0,,,5.2,,,
Hà Nội,00000650,Ôn Gia Quỳnh,8.2,8.2,10.0,,,,,,
Hải Dương,00000651,Tiêu Hải Hà,6.2,4.0,6.0,,,,,5.4,
Tây Ninh,00000652,Chu Thanh Trọng,5.2,7.0,8.2,,,,,,
Nghệ An,00000653,Thiều Minh Tiến,2.4,6.4,5.4,,,,,,
Tây Ninh,00000654,Ngụy Minh Trường,3.4,6.4,2.0,,,,,,
Đà Nẵng,00000655,Ngô Nam Long,4.8,8.0,5.8,,,,,,
