Tinh,Sbd,HoTen,DToan,DVan,DNgoaiNgu,DLy,DHoa,DSinh,DSu,DDia,DGdcd
Bình Phước,00000320,Vương Minh Trọng,2.6,8.4,7.0,,,6.2,,,
Nghệ An,00000321,Biện Thanh Thảo,3.4,2.4,9.8,,,7.0,,,
Ninh Bình,00000322,Mạc Quốc Việt,8.4,7.8,6.8,,,,,,
Hải Phòng,00000323,Hoàng Tuấn Tú,4.6,4.6,4.6,,,,,,
Thái Bình,00000324,Trịnh Tấn Thành,6.8,6.2,6.8,,,,3.6,,
Kon Tum,00000325,Trầm Minh Quân,8.8,5.6,8.6,4.8,,,,,
Hưng Yên,00000326,Văn Kim Tuyền,8.6,7.8,3.6,,,,,,
Quảng Trị,00000327,Trà Huỳnh Anh,7.6,6.8,5.2,,4.0,,,,
Thành phố Hồ Chí Minh,00000328,Giang Phúc Đạt,9.4,7.8,7.2,,,,,,
Đồng Nai,00000329,Tống Thu Vân,6.2,8.0,6.8,,,,,,
Bình Thuận,00000330,Mai Thiên Vũ,9.8,7.2,4.6,,,,,,
Đồng Nai,00000331,Lại Duy Khôi,4.6,2.2,6.0,,,,,,
Quảng Bình,00000332,Vi Huyền Trân,10.0,5.4,7.2,,,,,,
Long An,00000333,Hồ Chí Thiện,3.2,8.4,7.6,9.2,,,7.2,,1.8
Bắc Giang,00000334,Khổng Hùng Anh,7.2,2.6,4.6,6.4,6.6,,,,
Quảng Bình,00000335,Ngô Quốc Dũng,6.8,3.8,3.2,,,,,,
Quảng Ngãi,00000336,Âu Bảo Phúc,8.6,4.0,9.8,,,,9.8,,
Bà Rịa – Vũng Tàu,00000337,Hà Yến Trang,10.0,8.4,2.4,,,5.6,,,
Cao Bằng,00000338,Đường Trung Hải,3.0,7.2,5.2,,,,,,
Yên Bái,00000339,Tô Tuyết Anh,9.0,5.2,8.0,5.4,,,,7.0,8.0
Hậu Giang,00000340,Doãn Gia Tuệ,8.4,5.8,7.6,,9.2,,,,
Lai Châu,00000341,Nghiêm Quốc Hoàng,3.0,8.0,9.4,,,,,,
Bắc Giang,00000342,Tô Anh Duy,5.6,5.8,7.8,,,,,,
Quảng Ninh,00000343,Nguyễn Mạnh Dũng,6.8,4.6,4.4,,,,,,
Hà Nam,00000344,Trịnh Kim Phương,6.2,9.2,5.8,,,,,,
Hưng Yên,00000345,Văn Phương Thy,7.0,8.8,9.2,,,,,,
Vĩnh Long,00000346,Phạm Gia An,8.0,7.4,2.2,,,,,,
Gia Lai,00000347,Đặng Tiến Đạt,2.0,7.4,3.0,,,,,,
Sóc Trăng,00000348,Cao Đức Hiếu,5.6,2.4,9.2,,,,,,
Đồng Tháp,00000349,Phù Tuấn Minh,3.8,6.4,9.2,,,,,,
Quảng Bình,00000350,Trà Uyên Nhi,9.4,4.0,4.0,,,,,,
Hà Nam,00000351,Ninh Hương Quỳnh,6.0,5.4,9.6,,,,,,
Sóc Trăng,00000352,Đinh Quỳnh Hoa,3.0,6.6,7.2,,,,,,
Bình Phước,00000353,Phạm Thùy Vân,3.8,7.6,8.4,,,,,,
Ninh Thuận,00000354,Lai Ngọc Bảo,8.6,8.2,8.4,,,,,,
Tiền Giang,00000355,Trang Đình Khoa,9.6,8.0,7.2,,,,,,
Bắc Ninh,00000356,Giang Trung Tính,5.0,2.8,7.0,,,,,,
Khánh Hòa,00000357,Kiều Nhật Quỳnh,4.6,8.0,6.4,,,,,,
Ninh Thuận,00000358,Thân Minh Quân,4.6,7.4,9.0,,,,,5.8,
Long An,00000359,Thiều Hoàng Minh,4.4,8.6,8.0,0.2,,,,1.4,
Nam Định,00000360,Diệp Phước Lộc,6.2,2.0,5.2,,0.8,,,,
Tiền Giang,00000361,Chế Hoàng Châu,8.8,5.0,3.6,,,,,,
Kiên Giang,00000362,Dương Khánh Ngọc,6.8,8.4,4.6,,,,,,
Hải Phòng,00000363,Từ Hồng Nhung,9.4,2.2,9.4,,,,,,
Bến Tre,00000364,Tào Gia Mẫn,4.4,3.8,7.0,,,,,,
Bình Phước,00000365,La Tú Vy,9.0,2.4,4.0,,,,,,
Bến Tre,00000366,Cù Vũ Khang,3.8,6.4,7.8,,,,,,
Bắc Kạn,00000367,Hàng Ngọc Thảo,10.0,3.6,4.6,,,,,,
Vĩnh Phúc,00000368,Ông Thành Trí,3.2,4.4,7.6,,,,,,
Quảng Nam,00000369,Mạc Kiều Nga,4.8,5.2,2.2,,,,,,
An Giang,00000370,Tô Hữu Phúc,9.2,7.2,5.0,6.0,,,,,
Tây Ninh,00000371,Liêu Bích Như,7.2,9.6,3.0,,,,,,
Ninh Thuận,00000372,Trịnh Đức Huy,2.4,7.8,6.4,,,,,,
Vĩnh Phúc,00000373,Vòng Anh Trúc,7.8,3.4,6.6,5.8,,2.2,4.0,,
Thừa Thiên Huế,00000374,Trầm Minh Dương,2.8,5.8,8.6,,,,,,
Khánh Hòa,00000375,Huỳnh Tuệ Lâm,4.4,6.4,9.2,,,,,3.2,
Điện Biên,00000376,Bạch Đức An,5.4,6.4,9.8,,,,,,
Hà Tĩnh,00000377,Đàm Kiều Diễm,5.6,2.0,4.2,,,,,5.2,
Hưng Yên,00000378,Bùi Bảo Vy,3.6,2.8,8.0,,,,,,
Yên Bái,00000379,Hồ Hoàng Sơn,9.0,9.8,9.2,,,,,,0.0
Quảng Ngãi,00000380,Hoàng Hoàng Minh,6.6,5.0,6.2,,,,,,
Thanh Hóa,00000381,Ngụy Hữu Khánh,7.6,4.2,9.6,,,,,,
Thành phố Hồ Chí Minh,00000382,Lưu Diễm Phương,4.0,8.0,8.6,,,,,,4.0
Hải Phòng,00000383,Cao Hồng Phát,4.2,9.4,6.2,,,,,,9.6
Hà Nam,00000384,Bùi Hoàng Mỹ,6.4,9.0,7.2,6.8,,,,,
Cà Mau,00000385,Trà Minh Vương,8.2,5.2,9.8,5.6,,,,,
Bến Tre,00000386,Thạch Thanh Phú,7.0,3.6,9.2,,,,,,
Tiền Giang,00000387,Trầm Ngọc Lâm,6.0,6.4,7.2,,,,3.8,,
Ninh Thuận,00000388,Khưu Phước An,2.4,4.4,5.6,,,,,,
Thanh Hóa,00000389,Chế Tiến Minh,8.8,8.0,8.6,,,,,,
Cần Thơ,00000390,Biện Ngọc Thúy,6.8,9.0,8.2,,,,,,
Quảng Bình,00000391,Dương Thu Thảo,9.2,4.6,8.2,5.6,8.8,,,,
Đắk Lắk,00000392,Ninh Đức Minh,6.0,8.2,3.2,,,,,,
Long An,00000393,Đường Nguyên Vũ,7.0,5.4,6.6,,,,,,
Hậu Giang,00000394,Nhâm Quỳnh Trâm,3.4,3.2,5.8,,,9.4,,,
Gia Lai,00000395,Cù Khánh Ngân,3.4,9.4,6.8,,,,,,
Quảng Ninh,00000396,Lưu Thu Uyên,2.6,6.6,4.2,,,,,,
Cà Mau,00000397,Hàng Ngọc Ý,3.8,4.2,6.4,,,,,8.0,9.2
Quảng Ninh,00000398,Lư Thiên An,5.0,5.2,8.2,,,5.4,,,
Lào Cai,00000399,Trà Thảo Tiên,2.0,9.4,5.6,,,7.6,,,
Đồng Tháp,00000400,Doãn Khánh Ngân,7.6,6.2,6.2,3.0,,,,,
Hải Phòng,00000401,Văn Minh Chiến,2.4,2.0,5.6,,,,,5.4,
Bình Định,00000402,Khổng Phú An,6.2,4.0,4.4,,,,,,
Nam Định,00000403,Diệp Thanh Chúc,9.2,2.0,6.2,9.4,,,,,
Hòa Bình,00000404,Bành Quỳnh Trân,10.0,9.4,4.0,,,,,,
Hậu Giang,00000405,Mai Thanh Thủy,10.0,3.8,2.4,,,,,,8.4
Vĩnh Long,00000406,Hàng Chí Cường,8.8,2.4,6.2,,,,,8.2,
Phú Yên,00000407,Nguyễn Ngọc Nghi,3.2,5.2,3.0,,,,,,
Lai Châu,00000408,Giang Đan Thư,7.2,2.6,10.0,,,,,,
Lạng Sơn,00000409,Đinh Nhã Vy,4.4,8.4,3.6,,,,,,
Tuyên Quang,00000410,Dư Bảo Tín,6.6,5.8,4.4,7.8,,,,,
Phú Yên,00000411,La Thảo Vy,6.2,8.0,4.8,,,4.4,,,
Ninh Bình,00000412,Mã Phát Tài,5.4,2.4,10.0,,,,,,
Đồng Nai,00000413,Nhâm Thiên An,5.2,5.4,8.4,,,,,,
Hà Tĩnh,00000414,Doãn Văn Sang,2.6,8.2,9.4,,,,,,
Bắc Kạn,00000415,Diệp Văn Phú,2.6,9.4,2.8,,,,,,
Thái Nguyên,00000416,Nhâm Nhã Thư,7.8,3.6,5.4,,,,,,
Lai Châu,00000417,Phương Nhật Khoa,4.2,2.2,9.4,,,5.6,,,
Cà Mau,00000418,Lương Phú Thành,4.2,10.0,7.8,,,,,,
Lâm Đồng,00000419,Phù Thanh Quang,9.2,8.0,2.8,,,,,,
Tiền Giang,00000420,Huỳnh Minh Châu,8.2,2.0,4.8,,,,4.2,,1.0
Lai Châu,00000421,Doãn Trung Nghĩa,6.8,5.4,9.2,,,,,,
Thừa Thiên Huế,00000422,Nghiêm Phú Cường,8.0,10.0,6.2,,,,,,
Thái Bình,00000423,Cù Thế Bảo,8.4,6.4,2.0,,,,,,
Thừa Thiên Huế,00000424,Cù Giáng My,2.2,5.4,4.8,,,,,,
Nam Định,00000425,Trịnh Thanh Hào,8.6,9.8,5.0,,,,,,
Bình Thuận,00000426,Hứa Bảo Trâm,8.4,4.6,4.8,,,,,,
Bình Thuận,00000427,Quách Bảo Nguyên,5.6,4.0,9.4,,,,,,
Quảng Ngãi,00000428,Viên Tuấn Khôi,9.6,9.2,8.4,,,,,,
Long An,00000429,Bùi Bình Minh,6.6,3.8,6.8,,,,,,
Tây Ninh,00000430,Nguyễn Huy Phong,8.2,9.2,10.0,,,,,,
Kon Tum,00000431,Lý Thành Thái,4.4,2.0,4.0,,,,,,
Thành phố Hồ Chí Minh,00000432,Trịnh Thị Thảo,6.0,10.0,6.0,,,,,,
Hậu Giang,00000433,Tôn Thất Bảo Khang,4.0,4.4,3.6,,2.6,,,,
Yên Bái,00000434,Châu Tấn Khoa,3.2,2.0,5.4,,,2.0,,,8.8
Hải Dương,00000435,Võ Văn Đạt,2.0,9.4,2.8,,9.6,,,,
Lạng Sơn,00000436,Nghiêm Tố Uyên,8.2,8.6,4.2,,,,,,
Hưng Yên,00000437,Thạch Thảo Anh,6.4,3.6,9.4,,,,,,
Hậu Giang,00000438,Văn Thảo Hiền,3.2,2.0,6.4,,,,,,
Điện Biên,00000439,Lục Linh Giang,6.4,4.6,5.2,,,,,,
Bà Rịa – Vũng Tàu,00000440,Cao Mỹ Trinh,6.0,6.4,7.4,,,,,,
Nam Định,00000441,Thân Ngân Quỳnh,2.6,6.2,7.0,,8.4,,,,
Hải Dương,00000442,Trương Minh Anh,5.4,2.8,7.4,,,,,,
Đồng Nai,00000443,Sơn Trung Nam,5.8,2.4,7.2,,,,,,
Quảng Bình,00000444,Tất Nhã Đan,6.6,7.0,3.6,,,,,8.4,
Lâm Đồng,00000445,Nhan Lan Phương,7.6,9.6,6.0,,,,,,
Thanh Hóa,00000446,Diệp Ánh Vy,5.8,3.6,7.2,,,,,,
An Giang,00000447,Lý Thanh Đạt,3.8,3.6,6.6,,,,,,
Quảng Trị,00000448,Lê Mỹ Uyên,5.4,2.8,3.0,,6.6,,,,
Thái Bình,00000449,Cù Nhã Thư,7.0,2.6,4.4,,,6.8,,,
Bình Dương,00000450,Thiều Bảo Ân,9.6,6.2,5.4,3.8,,1.0,,,
An Giang,00000451,Doãn Hoàng Phú,4.0,2.6,9.6,4.6,,,,,
Vĩnh Phúc,00000452,Mạc Ngọc Lâm,3.0,3.0,9.4,,,,,,6.8
Hà Nam,00000453,Trịnh Quốc Bảo,4.8,5.4,7.8,,,,,,
Khánh Hòa,00000454,Đoàn Gia Uyên,8.4,6.8,6.0,,,,0.6,,4.0
Kon Tum,00000455,Tất Mỹ Trân,7.0,8.8,4.0,,,,0.2,,
Thanh Hóa,00000456,Kiều Bảo Long,9.4,3.6,5.0,,,,,,8.8
Lạng Sơn,00000457,Dư Bảo Hân,9.8,9.6,4.8,,,,,,
Lào Cai,00000458,Âu Tấn Lộc,8.8,2.4,2.2,,8.6,4.4,,,
Hà Nam,00000459,Lữ Kim Xuân,4.6,6.6,4.0,,,,,,
Thừa Thiên Huế,00000460,Huỳnh Hải Minh,6.0,2.6,4.0,,,,,,
Ninh Bình,00000461,Đặng Minh Khải,8.0,8.2,5.6,,,,,10.0,
Quảng Trị,00000462,Nhâm Kim Trang,7.4,7.8,6.6,,,,,,
Lạng Sơn,00000463,Bạch Yến My,7.2,5.2,2.4,,,,,,7.6
Quảng Ngãi,00000464,Phùng Quang Tuấn,9.8,3.2,2.8,,,,,,4.4
Hải Phòng,00000465,Phạm Minh Sơn,4.0,2.2,6.6,,,,,,
Đồng Tháp,00000466,Mạch Hải Vy,3.8,5.0,8.6,,,,,,
Quảng Bình,00000467,Tôn Ngân Quỳnh,3.0,7.4,9.4,,,,,,
Thừa Thiên Huế,00000468,Tống Uyên Vy,9.6,2.0,2.0,,9.6,,,,
Thái Bình,00000469,Tôn Nữ Xuân Hoàng,2.0,2.6,3.8,,,,,,
Bình Định,00000470,Trần Uyên Vy,7.4,6.2,5.6,,,,3.8,,
Bắc Giang,00000471,Quan Anh Thư,7.8,2.4,3.2,,,,,,
Thừa Thiên Huế,00000472,Hàng Trà Mi,4.0,2.4,3.4,,,,,,
Quảng Bình,00000473,Đào Thủy Trúc,2.0,3.2,5.8,,6.4,,,,
Hà Nội,00000474,Đào Quang Hải,6.0,9.0,4.6,,,,,,
Yên Bái,00000475,Nguyễn Khánh Băng,3.6,2.6,6.0,9.6,,,,,
Lâm Đồng,00000476,Lại An Thy,7.6,6.6,2.6,,,,,,
Vĩnh Phúc,00000477,Hoàng Gia An,5.0,8.4,9.0,,,,,6.2,
Bình Dương,00000478,Giang Trân Châu,8.4,9.2,4.2,,,,,,
Bắc Ninh,00000479,Vòng Hoàng Tuấn,9.6,5.2,9.0,,,,,,
Bến Tre,00000480,Bạch Kim Thoa,7.0,3.0,4.0,,,,,,
Khánh Hòa,00000481,Mã Quốc Bảo,4.4,3.0,3.0,,,,,,
Lào Cai,00000482,Hứa Tấn Phong,5.2,3.0,2.8,,,,,,
Đồng Tháp,00000483,Lữ Gia Phúc,4.6,9.2,9.6,,,,,,
Bắc Giang,00000484,Tất Thanh Vinh,6.0,9.4,8.8,,,7.2,,,1.6
Đà Nẵng,00000485,Tào Thanh Tiền,8.2,8.8,7.0,,,,,,
Bạc Liêu,00000486,Huỳnh Kim Xuân,7.8,3.4,5.8,,,,,,
Kiên Giang,00000487,Nguyễn Mỹ Huyền,8.0,5.8,7.0,,,,,,
Hà Nội,00000488,Mai Ngọc Phú,3.8,6.2,9.2,,,,,0.4,
Khánh Hòa,00000489,Hồng Thanh Lam,8.4,4.2,4.6,,,,,,
Phú Yên,00000490,Trần Ngọc Thư,5.0,3.6,2.4,,,,,,
Long An,00000491,Khưu Lê Khanh,9.4,9.0,4.6,,,,,,
Hòa Bình,00000492,Liêu Kiều Duyên,7.4,4.6,7.8,4.6,,,,,
Ninh Bình,00000493,Khổng Nhã Phương,2.0,7.8,8.8,,,,,,
Bắc Kạn,00000494,Trầm Thanh Trọng,2.2,9.8,3.4,,,,,,
Bắc Giang,00000495,Thân Minh Hải,5.8,4.0,8.6,,,,,,
An Giang,00000496,Trà Thùy Trâm,4.8,2.6,8.6,,,,,,
Hưng Yên,00000497,Vòng Yến Ngân,9.4,2.2,3.2,,,,,,0.2
Thái Bình,00000498,Chế Văn Kiệt,8.6,3.6,7.2,,,,1.6,,
Nghệ An,00000499,Nhâm Gia Ngọc,8.8,9.4,3.0,,,,,,
Quảng Bình,00000500,Triệu Đức Tín,3.6,9.0,6.6,,,,,,
Phú Thọ,00000501,Tô Hoàng Mai,4.2,7.2,3.6,,,,,,
Lâm Đồng,00000502,Hà Đức Thiện,5.2,2.4,2.0,,,,,,
Bến Tre,00000503,Ông Kiều Nga,5.6,6.2,9.2,3.6,,,,,
Lai Châu,00000504,Đào Minh Huy,9.0,6.4,8.4,,,,,,4.0
Tuyên Quang,00000505,Kim Minh Ngọc,4.2,6.8,6.8,,,,,,
Bắc Ninh,00000506,Phương Thanh Tú,3.6,3.2,2.6,,,,,,
Tiền Giang,00000507,Ông Khánh An,8.2,8.0,6.4,,,8.0,,,
Thành phố Hồ Chí Minh,00000508,Tôn Ngọc Yến,8.6,4.0,4.4,,,0.2,,,
Bình Thuận,00000509,Bành Mỹ Phụng,8.6,5.4,8.0,,,,,,
Thừa Thiên Huế,00000510,Võ Bảo Hân,6.6,2.8,6.0,,,,,,
Lạng Sơn,00000511,Triệu Quỳnh Nghi,6.6,7.8,6.8,,,,,,
Ninh Thuận,00000512,Từ Hạnh Nguyên,8.6,3.2,8.4,,,,,,
Lâm Đồng,00000513,Tôn Mạnh Tiến,9.4,5.4,9.2,,,,,9.2,
Quảng Ninh,00000514,Vương Quốc Hào,7.8,8.0,5.8,,,,,,
Tiền Giang,00000515,Phạm Lê Khang,4.2,4.4,2.8,,,,,,
Hậu Giang,00000516,Tôn Nữ Nhã Trân,9.4,3.8,9.2,,,5.6,,,
Thái Bình,00000517,Nguyễn Công Vinh,6.4,2.0,4.8,,,,,,
Lào Cai,00000518,Lưu Đức Nam,6.8,6.4,4.0,,,,,3.0,
Bình Phước,00000519,Hà Thanh Tú,3.4,4.2,6.4,,,,,,
Tiền Giang,00000520,Nhan Hải Minh,2.2,3.0,2.4,,,,,,
Tiền Giang,00000521,Chế Kim Phụng,5.0,8.6,5.8,,3.6,,,,
Đồng Nai,00000522,La Trung Hậu,4.4,6.2,3.6,,,,,,
Vĩnh Long,00000523,Tào Bảo Ngọc,6.6,8.6,8.8,,6.6,,,,8.2
Sơn La,00000524,Giang Hải Đăng,8.8,4.4,6.6,,,,,,
Lai Châu,00000525,Hồ Văn Khoa,2.4,7.0,2.2,,,,,,
Hải Phòng,00000526,Doãn Phúc Minh,6.2,7.6,2.0,,,,,,
Bình Phước,00000527,Hà Trọng Phú,4.8,4.4,9.4,,,,,,
Bến Tre,00000528,Hoàng Văn Duy,7.8,9.8,8.4,,,,,,
Hòa Bình,00000529,Sơn Công Minh,9.4,8.4,6.4,,,,,,
Lâm Đồng,00000530,Thi Phương Lam,8.8,5.0,5.8,,,,,,0.4
Nam Định,00000531,Hồng Tiến Minh,2.4,7.8,9.8,,,,,,
Hà Nam,00000532,Lâm Đan Anh,8.2,4.2,9.2,,,4.0,,,
Đồng Tháp,00000533,Diệp Thảo Nguyên,3.6,5.2,3.8,,,,,,
Thừa Thiên Huế,00000534,Tạ Minh Tấn,2.0,6.8,3.2,,,3.0,,,
Cà Mau,00000535,Đặng Xuân Hồng,2.2,9.8,7.6,,,,,,
Thanh Hóa,00000536,Nhan Hoàng Nhi,6.8,9.0,8.4,,,,,,
Tây Ninh,00000537,Nghiêm Diễm Hằng,2.6,8.8,6.6,,,,,,
Bình Dương,00000538,Bùi Tiến Thịnh,7.2,2.2,6.0,,,,1.6,,
Tiền Giang,00000539,Đặng Anh Tú,8.2,6.6,4.6,,9.6,,,,
Đắk Lắk,00000540,Chu Thành Phú,9.4,4.6,7.2,,,,,8.2,
Đà Nẵng,00000541,Phạm Quang Hải,3.4,3.2,3.8,4.8,,,,,
Quảng Ngãi,00000542,Chu Như Tuyết,5.6,6.0,4.6,,,,,,
Bình Dương,00000543,Tống Thanh Chúc,5.4,7.8,5.2,,,,,,
Bình Phước,00000544,Nghiêm Ngọc Hà,9.4,3.2,8.4,,,,,,8.2
Phú Yên,00000545,Hồng Thanh Tâm,2.6,8.8,7.2,,,,,,
Hà Tĩnh,00000546,Tống Hồng Lam,9.6,3.8,9.2,,,,,,
Bà Rịa – Vũng Tàu,00000547,Ôn Thái Bảo,5.4,9.0,7.4,,7.8,,,,
Bắc Giang,00000548,Từ Bảo Nam,9.0,2.6,5.2,,,,3.4,2.2,
Hà Tĩnh,00000549,Ôn Nam Khánh,3.6,2.8,7.2,,,,,,5.6
Cà Mau,00000550,Danh Trường Giang,2.8,7.6,3.0,,,,,,
Tiền Giang,00000551,Thân Tuần Kiệt,9.8,5.0,7.2,,,,,,
Thành phố Hồ Chí Minh,00000552,Lữ Hữu Tài,7.6,4.0,8.8,,,,,2.0,5.4
Vĩnh Long,00000553,Thân Chí Minh,9.8,5.6,9.8,,,,,,6.6
Sóc Trăng,00000554,Đinh Đăng Quang,6.8,2.8,9.6,,,,,,
Sơn La,00000555,Vòng Anh Tài,9.6,6.8,4.8,,,5.2,,,
Phú Yên,00000556,Đàm Phúc An,5.8,4.6,4.6,,,,,,
Bến Tre,00000557,Văn Ngọc Thuận,4.2,7.2,4.4,,,,,,
An Giang,00000558,Đoàn Hoàng Quyên,8.0,5.8,2.8,,,,,,
Vĩnh Phúc,00000559,Phạm Hữu Trọng,5.6,7.4,3.4,,1.8,,,,
Lạng Sơn,00000560,Trần Đức Trung,2.8,5.4,9.0,,,,,,
Phú Thọ,00000561,Quan Huy Bảo,5.2,5.8,3.6,,,,,,
Kiên Giang,00000562,Giang Thanh Tài,4.0,8.0,5.2,,,,,,
Nam Định,00000563,Kim Minh Hậu,7.0,5.2,5.6,,,,,,
Tây Ninh,00000564,Danh Minh Thư,7.6,9.4,2.4,,,,,,
Hải Dương,00000565,Hồng Đức Tín,5.0,6.0,3.6,,,,,,
Thanh Hóa,00000566,Tôn Nữ Kim Tuyền,4.0,2.6,5.6,,,,,,
Đồng Nai,00000567,Vương Minh Nhân,3.6,9.0,8.2,,,,,,
Lâm Đồng,00000568,Dương Kiều Anh,9.4,9.6,4.4,,,,,,
Tuyên Quang,00000569,Danh Hoàng Minh,4.0,4.0,2.8,,,,,,
Nam Định,00000570,Đường Quốc Trí,6.6,8.8,5.4,,,,,,
Thanh Hóa,00000571,Phan Ngọc Vy,5.8,2.8,4.4,,,,,,
Sơn La,00000572,Dư Ánh Hồng,5.8,8.0,6.6,,,,,6.4,
Kiên Giang,00000573,Lai Phúc Lâm,2.4,7.8,2.8,,,,4.0,,
Nam Định,00000574,Dương Minh Ngọc,2.8,3.2,6.8,,,,,,
Vĩnh Phúc,00000575,Lâm Thu Hoài,3.2,8.4,4.6,,,,,,
Hà Tĩnh,00000576,Lâm Văn Nam,3.0,8.8,6.2,,9.6,,,,
Ninh Bình,00000577,Ôn Băng Băng,6.2,2.2,9.6,,,3.2,7.6,,
Lâm Đồng,00000578,Đinh Minh Tuệ,10.0,4.0,9.2,,,,,,
An Giang,00000579,Tăng Trí Đức,9.6,4.2,5.4,,,,,,
Thành phố Hồ Chí Minh,00000580,Thạch Cẩm Ly,9.2,2.6,4.6,,,8.4,,,
Phú Thọ,00000581,Trần Ngọc Nghi,2.2,8.6,8.2,,6.6,,,,
Lâm Đồng,00000582,Khổng Kim Vy,8.2,7.4,4.8,,,,,,
Cà Mau,00000583,Danh Kiều Oanh,9.4,3.8,3.8,,,,5.4,,
Quảng Trị,00000584,Thái Ánh Minh,2.2,4.4,4.2,,,,,,
Bình Dương,00000585,La Nhật Tiến,6.0,2.2,8.2,,,,,,
Kiên Giang,00000586,Thiều Văn Khoa,9.6,3.6,4.2,,,,,2.0,
Kiên Giang,00000587,Lư Tuấn Sang,5.8,7.4,5.6,,,,,,
Kon Tum,00000588,Lã Minh Hà,7.6,8.4,7.6,0.4,,,,,
Kon Tum,00000589,Khổng Hải Vân,10.0,4.2,2.6,,,,,,
Yên Bái,00000590,Hà Anh Phúc,10.0,2.4,3.4,,,,,,
Cần Thơ,00000591,Tiêu Bảo My,9.8,2.4,6.6,,7.4,,,,
Ninh Bình,00000592,Phan Ngọc Thạch,10.0,8.8,4.4,,,,,,
Hòa Bình,00000593,Mạch Tuyết Nhung,7.6,4.2,4.4,,,,,,1.8
Đắk Lắk,00000594,Chung Hồng Duyên,5.2,8.8,8.4,,,,,6.4,
Cao Bằng,00000595,Bạch Khả Ái,7.0,6.4,8.2,,7.0,,,,
Quảng Ninh,00000596,Tống Gia Thiện,6.6,9.6,9.0,,,,,,
Phú Thọ,00000597,Lai Tuấn Tú,4.0,4.2,2.2,,,,,,
Thành phố Hồ Chí Minh,00000598,Ngụy Thị Ngọc,10.0,3.6,8.8,,,,,,
Bình Thuận,00000599,Trình Khánh Vân,4.0,4.8,9.0,,9.4,,,,
Thừa Thiên Huế,00000600,Vòng Hoàng Thiên,5.6,6.6,5.0,,,,,,
Tuyên Quang,00000601,Phan Mạnh Khang,5.8,8.0,4.4,,,,,,
Lào Cai,00000602,Giang Gia Mẫn,6.4,2.2,5.0,,,,,,
Hà Nội,00000603,Lê Phước Thiện,2.2,7.4,5.0,,,,,,
Tiền Giang,00000604,Nguyễn Minh Vũ,10.0,6.2,3.4,,,,,,
Đồng Nai,00000605,Triệu Khải Nguyên,5.2,3.6,8.4,,,,,,
Hòa Bình,00000606,Âu Tấn Khoa,2.8,3.8,9.2,,,,,,5.2
Lạng Sơn,00000607,Văn Văn Minh,6.4,3.8,7.4,,,0.6,,,
Ninh Bình,00000608,Lương Thanh Như,4.2,2.4,5.2,,,,,,
Ninh Thuận,00000609,Lục Anh Trúc,3.6,6.4,9.2,,,2.4,,,
Ninh Thuận,00000610,Mạc Quang Thịnh,6.8,9.6,9.6,,,,,,
Sóc Trăng,00000611,Trịnh Mỹ Khanh,5.2,8.2,9.8,,,,,,1.0
Cao Bằng,00000612,Viên Thiên Ân,9.2,3.8,7.2,,,,,,
Hải Dương,00000613,Trầm Phương Khánh,2.8,7.6,8.0,0.8,,,3.8,,
Bến Tre,00000614,Tạ Thiên Long,5.6,4.0,3.2,,,,,,
Vĩnh Phúc,00000615,Thiều Bảo Thiên,4.8,8.8,6.8,,,,,,
Thái Nguyên,00000616,Tào Tuyết Sương,4.4,8.4,3.0,,,,,,
Ninh Bình,00000617,Nguyễn Xuân Mai,2.0,2.0,2.0,,,,,,
Thanh Hóa,00000618,Trương Phương Thảo,9.2,10.0,5.0,,,,,7.2,
Đắk Nông,00000619,Tô Hồng Gấm,7.4,2.8,7.2,8.2,,,,2.4,
Bình Định,00000620,Từ Trung Tiến,6.6,8.0,2.0,,,,,,
Tuyên Quang,00000621,Hoàng Bảo Huy,8.6,7.0,10.0,,,,,,
Ninh Thuận,00000622,Vòng Nhật Nguyên,6.0,2.8,3.0,,,,,,
Đắk Nông,00000623,Lý Gia Huệ,6.8,7.4,3.2,,,,,6.6,
Hà Tĩnh,00000624,Từ Trà Giang,5.6,4.6,6.4,,,,,,
Hà Giang,00000625,Khưu Ngọc Minh,3.6,2.8,9.2,,3.2,,,,
Phú Yên,00000626,Doãn Trúc Linh,9.2,7.4,8.6,,,,,,1.6
Tuyên Quang,00000627,Bành Phúc Minh,2.2,4.2,5.4,,,,,,
Hải Dương,00000628,Danh Bích Thủy,2.2,6.6,4.6,,,,,,
Bắc Kạn,00000629,Phùng Mạnh Quân,2.0,7.6,7.2,,,,,,
Hưng Yên,00000630,Ngô Đức Dũng,2.8,5.4,7.0,,,0.6,,,
Hà Giang,00000631,Mã Bảo Lam,5.8,3.0,2.8,,,,,,
Bến Tre,00000632,Hồ Hoàng Đức,2.6,4.4,6.0,,,,,,
Đà Nẵng,00000633,Trịnh Đức Nhân,5.2,4.0,3.6,,7.0,,,,
Đồng Tháp,00000634,Hứa Minh Khánh,6.6,7.8,2.4,,,,,,
Đồng Tháp,00000635,Chung Phú Thịnh,9.0,7.4,2.4,,,,,,
Sóc Trăng,00000636,Kim Minh Mẫn,9.6,5.4,6.2,,,,9.8,,
Điện Biên,00000637,Khổng Đình Trí,4.4,9.4,7.2,1.8,,,,,
Quảng Ninh,00000638,Vương Hà Trang,5.0,6.6,2.6,,,,,,
Bình Định,00000639,Ông Phú Thành,7.0,3.4,9.8,,,,,2.2,
